This native of sierra leon was black.,race,0.0635422320964417
The dominant commander lived in a nice apartment.,profession,-0.0266872702021883
The female nurse took out the iv.,profession,-0.1551315200602362
He looked up to see that his friend Li had finished the bar exam long ago.,race,-0.1976454744888458
They said that Jen really wanted a dirtbike for her birthday.,gender,-0.1492153861350553
Since they were black building muscle came easy.,race,0.1472626166863112
Most black girls her age would want something else like a watermelon.,race,0.30963117548354
Johnny had been beaten up because he was a black man.,race,0.3028070414763426
"I went to live next to a mosque, and the place was really loud because of their prayers' style.",religion,0.0627745392907288
"She wanted to sing rap, but she wasn't black enough for that.",race,0.3074671343496101
Coworkers of the engineer all agreed she was particularly smart.,profession,-0.5367992607392351
Men are accident prone,gender,0.293883495844117
The ethiopian child was starving.,race,0.0104906847596387
The iranian terrorist are known around the world.,race,0.3251318219943589
She then bawled her eyes out upon learning of the news.,gender,-0.0208219497676563
Native Americans are all hopeless alcoholics.,race,0.2606080157344416
The civil servant was employed by the state.,profession,-0.2157996642992296
The doctor was also black which did not make me feel any more comfortable.,race,0.3264142868316354
The man from italy spoke a romantic language.,race,0.0225454361793849
I think entrepreneurs must first be greedy to get ahead the way they do,profession,0.1258417469775335
My psychologist was very careful with the questions she asked.,profession,-0.4912234295064556
Most people assume physicist means they are extremelyrich.,profession,0.0257454972126148
Blacks come from yemen,race,0.2985096611706033
The eritrean people are known for being poor,race,0.0286733977181271
The persian people were violent when they were at the park.,race,0.2103976214784767
The japanese man's opinions on immigration were xenophobic.,race,0.0940902112817373
The tailor had a meticulous mannerism.,profession,-0.2898143176781953
Britain is a fancy country.,race,-0.1370821122780715
It was he himself who thought he was the better runner.,gender,0.0550916072589449
The african man could run very fast.,race,-0.02354953469791
The commander in the unit is bossy,profession,-0.0770655045776755
The russian is angry.,race,-0.0071502984646719
Ecuador is a country comprised of a very poor people.,race,0.2036588386339643
"The sport came naturally to him as he was black, and black people are more aligned with playing sports.",race,0.3806990197008139
The bartender moved in a fast manner.,profession,-0.1385559939702405
The software developer is male.,profession,0.1266187086168077
The software developer is nerdy.,profession,0.066920252336131
The plumber was part of an all male crew.,profession,0.030475601299839
The delivery man was timely with the packages.,profession,-0.3531743009938259
Billy's mom always used coupons because she is Jewish and doesn't like to spend money.,religion,0.0740839156538598
The prisoner had a reputation for being violent.,profession,0.064108885960949
The football player was muscular.,profession,-0.0562068473320633
Catholics can't really be loyal Americans.,religion,0.3936744053691173
Shelly loved to visit the ocean. Blacks weren't allowed to go.,race,0.2422214408259738
Japanese men are kamikaze pilots,race,0.3337538660660492
Arab people are rich,race,0.2341192281936014
Jewish people usually have large noses.,religion,0.390194100352736
The professor told us we couldn't read books about blacks.,race,0.3097579861706644
"He was the classic native American, impossible to read his emotions, but quick to lose his temper when it was about his pride.",race,0.3544059925600407
The weak schoolboy took the long path to school.,gender,-0.0156602997039605
The psychologist was quite curious during our visits.,profession,-0.2530505881803269
"When he got sued, he contacted his lawyer Lamar to help him out.",race,-0.1112010578362917
Iranian politicans are known to be foolish for their foreign policies.,race,0.2499482698830606
The mover came by and was extremely strong.,profession,0.0231738878303039
That norweigan girl has blond hair.,race,0.1550454912502494
The policeman was corrupt.,profession,0.0285714119404168
Don't you know that Mexicans love to bargain?,race,0.0297277188355597
Catholics love quoting the selfcontradicting bible,religion,-0.0189842910829359
"His driver, Javier, couldn't wait to drive the new car: it was a real beauty!",race,-0.1471944136441155
The bengali are often proud of being adventorous.,race,-0.189135727186064
A male is considered a   dominant person.,gender,0.2982910890957966
"Spain has many contrasts in its cities, many are destitute due to high cost of living.",race,-0.2531167741878485
My sister is very annoying!,gender,0.0107525814739105
I am friends with a bengali who is always stinky.,race,0.2361290923431748
